"No.","Time","Source","Destination","Protocol","Length","Info"
"318","16.227225","10.2.13.112","104.18.37.228","QUIC","883","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"319","16.229247","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"320","16.229249","104.18.37.228","10.2.13.112","QUIC","1129","Protected Payload (KP0)"
"321","16.231279","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"322","16.232864","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"323","16.233914","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"324","16.234533","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"325","16.234568","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"326","16.234570","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"327","16.234572","10.2.13.112","104.18.37.228","QUIC","1058","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"328","16.234574","10.2.13.112","104.18.37.228","QUIC","1235","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"329","16.241120","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"330","16.241121","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"331","16.301453","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"332","16.301457","104.18.37.228","10.2.13.112","QUIC","1127","Protected Payload (KP0)"
"333","16.303252","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"334","16.350202","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
