"No.","Time","Source","Destination","Protocol","Length","Info"
"779","16.764047","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"780","16.764048","172.64.150.28","100.81.191.105","QUIC","176","Protected Payload (KP0)"
"781","16.768978","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"782","16.808120","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"783","16.808123","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"784","16.808124","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"785","16.808125","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"786","16.808127","172.64.150.28","100.81.191.105","QUIC","479","Protected Payload (KP0)"
"787","16.813775","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"788","16.853922","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"789","16.853924","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"790","16.853925","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"791","16.855429","172.64.150.28","100.81.191.105","QUIC","1004","Protected Payload (KP0)"
"792","16.858360","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"793","16.858527","100.81.191.105","172.64.150.28","QUIC","86","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"794","16.875584","172.64.150.28","100.81.191.105","QUIC","816","Protected Payload (KP0)"
"795","16.875586","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"796","16.881177","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"797","16.881208","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"798","16.893534","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"799","16.899236","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"800","16.899550","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"801","16.935720","172.64.150.28","100.81.191.105","QUIC","848","Protected Payload (KP0)"
"802","16.941364","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"803","16.983918","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"804","16.985652","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"805","16.985653","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"806","16.985655","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"807","16.985656","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"808","16.985657","172.64.150.28","100.81.191.105","QUIC","1177","Protected Payload (KP0)"
"809","16.988721","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"810","17.028012","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"811","17.028015","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"812","17.028017","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"813","17.028018","172.64.150.28","100.81.191.105","QUIC","528","Protected Payload (KP0)"
"814","17.031004","172.64.150.28","100.81.191.105","QUIC","880","Protected Payload (KP0)"
"815","17.033299","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"816","17.034301","172.64.150.28","100.81.191.105","QUIC","880","Protected Payload (KP0)"
